Tivoli
Post Date,Post Time,Likes,Link,Shares,Total Comments,Content,Comments
2023-05-09,15:45:37,18,https://facebook.com/thetivolibrisbane/posts/621618313343540,0,0,"Last Thursday we hosted Kisschasy at The Tiv, for the first time in 14 years! The emo kids of 2005-2009 (aka us) were loving every minute of it. Check out the full gig gallery by Somefx via our website -\-\> thetivoli.com.au/gig-galleries/kisschasy",[]
2023-05-06,08:00:03,21,https://facebook.com/thetivolibrisbane/posts/619582356880469,1,37,"TONIGHT (6 May) ⚡ TOMMY LITTLE (15+) ⚡

Aussie battler Tommy Little takes The Tivoli stage twice in a row tonight! After a sold out show yesterday, this ageing F boy is ready to back it up 🔥

🎟️ Tickets SOLD OUT 🎟️

Show 1
🍻 Doors → 5.30PM
⚡️ Show → 6:30PM - 7:30PM
Show 2
🍻 Doors → 8.00PM
⚡️ Show → 8:30PM - 9:30PM","[{'comment_id': '779023593806385', 'comment_url': 'https://facebook.com/779023593806385', 'commenter_id': '100057153027187', 'commenter_url': 'https://facebook.com/sherifat.abuullahi?eav=AfYXuMLuJfttTBobc-IbIzPUWIpQvQc7a7u_y1068VD4Qri4l3HXMDOH_MpMnqPBAC0&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Shauna McElwaine', 'commenter_meta': None, 'comment_text': 'Got xx3 tickets for sale', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '251444180709546', 'comment_url': 'https://facebook.com/251444180709546', 'commenter_id': '100048461483475', 'commenter_url': 'https://facebook.com/abdul.kameelu.7?eav=Afbw_b6zL91BypUOUntrqwEXMnJ_KdYbd55DRmQKYJB_Wqe3pW5cZFyxwEEYD2_6dJU&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Emilia Taylor', 'commenter_meta': None, 'comment_text': 'Help a Sister!!🙏🏽 I’m selling our tickets at discounted price if anyone is looking to purchase them send a msgs', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '114364841650311', 'comment_url': 'https://facebook.com/114364841650311', 'commenter_id': '100005263030983', 'commenter_url': 'https://facebook.com/tijjani.ahmed.376?eav=AfbnarXK03tSDFwxtf5LJXMpb_sGUvjLU5Utj_znmpTfLl8orCGfOSJpUAhdCI8uEKY&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Tyler Brittany', 'commenter_meta': None, 'comment_text': 'Hi! My fiancé surprised me with tickets to the show and I had bought them also ha! Now I have 4x extra pairs selling cheaper rather face value anyone interested?', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '623706919298577', 'comment_url': 'https://facebook.com/623706919298577', 'commenter_id': '100069740957688', 'commenter_url': 'https://facebook.com/adamum.usman.18?eav=AfZgJzpSO3KZLofvlDv6UA9-AJj-saV2qiTSpne3JkZO3X4ACCjgqIrf5Qldvt9ytvs&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Victoria Robert', 'commenter_meta': None, 'comment_text': 'I’m selling my tickets please', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '779302203749027', 'comment_url': 'https://facebook.com/779302203749027', 'commenter_id': '100018321349196', 'commenter_url': 'https://facebook.com/adrianamadeline.madeline.7?eav=AfaUFF3lRYH32yWpTrc8W496SOISQQQHmQHD6CZrBGz8WnILLHkwwgUM7gncKIIMt8E&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Adriana Madeline', 'commenter_meta': None, 'comment_text': 'I have extra tickets available.\nMessage me if you are interested', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '1614140709086104', 'comment_url': 'https://facebook.com/1614140709086104', 'commenter_id': '100041247097700', 'commenter_url': 'https://facebook.com/Pawel.jasnos864?eav=AfZehVeXyKyB4LR194k1ilW6B5KM57v_fUQrMrEJwRkvBcWFjZ1Zo1SuxthFa-wXTog&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Pawel Jasnos', 'commenter_meta': None, 'comment_text': 'anyone interested in purchasing tickets? I’ve got 3 tickets for sale', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '219389480840564', 'comment_url': 'https://facebook.com/219389480840564', 'commenter_id': '100003625980081', 'commenter_url': 'https://facebook.com/profile.php?id=100003625980081&eav=Afa3WMuxpfjQ8UYeYJnrh5KrclJi0nbYA1D_Cgzz1JP2v_HNzwz2jvc3qAAIPudpRcU&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Tracy Sandra', 'commenter_meta': None, 'comment_text': 'I’ve 4 tickets for sale', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '756865526105949', 'comment_url': 'https://facebook.com/756865526105949', 'commenter_id': '100004701794232', 'commenter_url': 'https://facebook.com/amycarriker120?eav=AfbSeD8foOKoKY6943Tux94ddCwLAeQcIz3Hcy180PcC3SrEgUEF9ZE2ZE1NPEuoil8&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Amy Carriker', 'commenter_meta': None, 'comment_text': ""Ended up with 3 extra tickets and now the people I got them for look like they'll be dropping out. Have 2(possibly 3) tickets for sale if anyone's keen?"", 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}]"
2023-05-05,10:00:00,15,https://facebook.com/thetivolibrisbane/posts/618455820326456,2,2,"ANNOUNCEMENT ⚡ Hockey Dad & RUBY FIELDS (18+)
Sat 24 Jun 2023
A friendship forged through years of playing the same festivals and bumping into each other on the touring circuit. It feels like now is the perfect time for Hockey Dad and Ruby Fields to join forces for a massive co-headline run across capital cities in Aus.
With both bands hinting at new music and Dear Seattle coming along for the ride, this tour is not to be missed!
🎫: Tickets are on sale Tue 9 May at 10am -\-\>
thetivoli.com.au/events/hockey-dad-and-ruby-field","[{'comment_id': '709043167662106', 'comment_url': 'https://facebook.com/709043167662106', 'commenter_id': '100010609689177', 'commenter_url': 'https://facebook.com/profile.php?id=100010609689177&eav=AfbqKfjGXVcUTq7_UhsXnrdEdfMum_fAmexAJWagjSnvew4VFASnW-dD_dy0wiy9O4w&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Paul Collier', 'commenter_meta': None, 'comment_text': 'Mia', 'comment_time': datetime.datetime(2023, 5, 4, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}]"
2023-05-05,08:00:04,13,https://facebook.com/thetivolibrisbane/posts/618915783613793,0,18,"TONIGHT (5 May) ⚡ DILRUK JAYASINHA (15+) ⚡ TOMMY LITTLE (15+)

Two iconic comedians and two BIG nights full of laughs ahead – Don’t miss Tommy Little and Dilruk Jayasinha as part of Brisbane Comedy Festival!

Chasing last minute seats? Tommy is sold out, but we’ve still got tickets for Dilruk here: https://www.ticketmaster.com.au/dilruk-jayasinha-the-tivoli-brisbane-tickets/venueartist/155840/2078869

🍻 Doors → 5:30PM
🌞 Dilruk Jayasinha → 6:30PM - 7:30PM
🍻 Doors → 8:00PM
💥 Tommy Little → 8:30PM - 9:30PM","[{'comment_id': '1309484589918041', 'comment_url': 'https://facebook.com/1309484589918041', 'commenter_id': '100080673732273', 'commenter_url': 'https://facebook.com/profile.php?id=100080673732273&eav=AfaLB9YWpv0CM2TCLbgG1p14zazQxQt8_jFQmfDf_voHU6JBeQS3AnwviRrM9Vz0yw0&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Charlotte Smith', 'commenter_meta': None, 'comment_text': 'I’m selling 3x', 'comment_time': datetime.datetime(2023, 5, 4, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '136146812712347', 'comment_url': 'https://facebook.com/136146812712347', 'commenter_id': '100023902691999', 'commenter_url': 'https://facebook.com/mhizprezi.isaac?eav=AfbscMHhpwMv_VWjkUaV8-L9olH6oxvxAi2fW_lBB5_A3Jk3Ehh-PwzX1yIucB2h5j0&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Allï Söñ', 'commenter_meta': None, 'comment_text': ""Just Incase anyone is on a lookout for tickets , I'm putting mine up on sale... Just getting to find out we would be sitting this one out, unfortunately.\nNot looking to make any extra profit off the tickets, I just want them passed on to another true fan!❤️\U0001faf6"", 'comment_time': datetime.datetime(2023, 5, 4, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}]"
2023-05-04,16:13:43,61,https://facebook.com/thetivolibrisbane/posts/618452553660116,6,8,"It was a long and windy road but after three years and who knows how many reschedules, we finally hosted Helmet at The Tiv, and it was well worth the wait! Check out all these epic shots and more by Mitch Lowe Photo via our website 🤘 -\-\> thetivoli.com.au/gig-galleries","[{'comment_id': '1686749938430675', 'comment_url': 'https://facebook.com/1686749938430675', 'commenter_id': '100024117122775', 'commenter_url': 'https://facebook.com/simon.brooks.5473894?eav=AfYY0gsXTspL7I8EXkuWXTP7NgzQ8cqoLnjFHKsVZXt1w9DqJXAaareTIr9E7y5MUro&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Simon Brooks', 'commenter_meta': None, 'comment_text': 'Loved it. My ears are still ringing 🤘😎🎸', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '772929244432295', 'comment_url': 'https://facebook.com/772929244432295', 'commenter_id': '764043237', 'commenter_url': 'https://facebook.com/andrew.a.hancock?eav=Afbx-fpY5jpx9agreqdOQ5nC3mLJIUoBWrXBl-Q4yU_2WbwkHdbqprW8zOFx-IJGteE&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Andrew Alby Hancock', 'commenter_meta': None, 'comment_text': 'Dean Sammut', 'comment_time': datetime.datetime(2023, 5, 4, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': [{'comment_id': '1138626790334930', 'comment_url': 'https://facebook.com/1138626790334930', 'commenter_id': '100006691602479', 'commenter_url': 'https://facebook.com/dean.sammut.37?eav=AfZQaSzhM63lfTH2YZOyDXsbgIJn8K49O6cWYJVz2sDx0U9o9AFJXc9hlsQonfr4-Wg&fref=nf&rc=p&__tn__=R&paipv=0', 'commenter_name': 'Dean Sammut', 'commenter_meta': None, 'comment_text': 'Andrew Alby Hancock cheers mate', 'comment_time': datetime.datetime(2023, 5, 5, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]}, {'comment_id': '2512019992285737', 'comment_url': 'https://facebook.com/2512019992285737', 'commenter_id': '100000669540289', 'commenter_url': 'https://facebook.com/dean.harvey.33?eav=AfYmTEsKQ9anMuOtONattSscfa5apaTBptp4a8d5-JGsyqentZ71QjqxOOyv_lktVOQ&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Dean Harvey', 'commenter_meta': None, 'comment_text': 'Tony Hall', 'comment_time': datetime.datetime(2023, 5, 4, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '980043556688441', 'comment_url': 'https://facebook.com/980043556688441', 'commenter_id': '602322630', 'commenter_url': 'https://facebook.com/prue.gray.5?eav=AfYpjeImOzp-lFYEmMTSgr3WasAXtrOzK-mnNnLpj9AK5VBJthDkiku7YBeHvBK79Sk&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Prue Halliday', 'commenter_meta': None, 'comment_text': 'It was worth the wait!', 'comment_time': datetime.datetime(2023, 5, 4, 0, 0), 'comment_image': 'https://scontent-syd2-1.xx.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AfAU8ZiPKoGOzrjz32ov-lLWuvZ96fUUWdVY_sDtVVxp7g&oe=64818D79&_nc_sid=55e238', 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': [{'comment_id': '776974780818873', 'comment_url': 'https://facebook.com/776974780818873', 'commenter_id': '574178708', 'commenter_url': 'https://facebook.com/profile.php?id=574178708&eav=AfaWsoPZjxN1hYIgF2lTbmub5_RKvry69bTN0I6iCtgwvfPouk7sls6N1FCoO4ZSu_g&fref=nf&rc=p&__tn__=R&paipv=0', 'commenter_name': 'Bryce Towne', 'commenter_meta': None, 'comment_text': 'Prue Halliday . I was there. Awesome set.', 'comment_time': datetime.datetime(2023, 5, 4, 0, 0), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]}, {'comment_id': '196833359823534', 'comment_url': 'https://facebook.com/196833359823534', 'commenter_id': '100008827353997', 'commenter_url': 'https://facebook.com/pete.otool.14?eav=AfakO8TZWNmd5l-cm8oddbTzrGKzbrtWGcUR6UFGh0yQ6c1msCOKPi1Qd7wli22EVBE&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Pete Otoole', 'commenter_meta': None, 'comment_text': 'Such a good gig, still cranking them tunes hard. 🤘', 'comment_time': datetime.datetime(2023, 5, 3, 0, 0), 'comment_image': 'https://scontent-syd2-1.xx.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AfAU8ZiPKoGOzrjz32ov-lLWuvZ96fUUWdVY_sDtVVxp7g&oe=64818D79&_nc_sid=55e238', 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}, {'comment_id': '767783631460782', 'comment_url': 'https://facebook.com/767783631460782', 'commenter_id': '100006316244662', 'commenter_url': 'https://facebook.com/profile.php?id=100006316244662&eav=AfadtGL6LWgUz25ZlmDSL53IpQPeEUMC6yy9DIqb3RifRbSaJH5U1Yidbjc4-MqOj3E&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Bearded Punk Gardener Steve', 'commenter_meta': None, 'comment_text': 'Such a great gig.', 'comment_time': datetime.datetime(2023, 5, 3, 0, 0), 'comment_image': 'https://scontent-syd2-1.xx.fbcdn.net/m1/v/t6/An-SJYN61eefFdoaV8pa0G_5_APCa0prZaqkZGXpCFeUCLCg89UPOqSkSZxJkLy0hAKKpUIPEB91mo9yBBfcAqcwmpEu5jN_jmJufFtJoVJCUklu.png?ccb=10-5&oh=00_AfCRJM10ubTLRjYdv3CYaRBTH0Ka40uVFT7WMywixZhxqg&oe=6481925F&_nc_sid=55e238', 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}]"
2023-05-04,08:00:04,14,https://facebook.com/thetivolibrisbane/posts/617842367054468,0,7,"TONIGHT (4 May) ⚡ KISSCHASY (18+) ⚡ SET TIMES

Alt-pop rock national treasures Kisschasy are ready to take the stage tonight 🔥

Reminder, due to extremely high demand, Kisschasy has been upgraded to The Tivoli — All tickets previously purchased from The Princess Theatre remain valid for this venue.

🎟️ Few tickets left → https://www.ticketmaster.com.au/event/13005E382C2E5224
🍻 Doors → 7.00pm
⚡️ Bec Stevens → 7:30PM - 8:00PM
⚡️ Towns → 8:20PM - 9:00PM
🔥 Kisschasy → 9.30PM - 10.45pm","[{'comment_id': '1398940934187614', 'comment_url': 'https://facebook.com/1398940934187614', 'commenter_id': '100000034224158', 'commenter_url': 'https://facebook.com/brendan.moffat.39?eav=Afb-z9tt-BaKMV5aCCqWTeuSrp30BI_r_XObXorI2xF2jG5llFro0bs-61-T8P-oUb0&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Brendan Moffat', 'commenter_meta': None, 'comment_text': 'Alyce Barker much friendlier on my bedtime than expected', 'comment_time': datetime.datetime(2023, 5, 3, 0, 0), 'comment_image': 'https://scontent-syd2-1.xx.fbcdn.net/m1/v/t6/An-SJYN61eefFdoaV8pa0G_5_APCa0prZaqkZGXpCFeUCLCg89UPOqSkSZxJkLy0hAKKpUIPEB91mo9yBBfcAqcwmpEu5jN_jmJufFtJoVJCUklu.png?ccb=10-5&oh=00_AfCRJM10ubTLRjYdv3CYaRBTH0Ka40uVFT7WMywixZhxqg&oe=6481925F&_nc_sid=55e238', 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': [{'comment_id': '1453861235412524', 'comment_url': 'https://facebook.com/1453861235412524', 'commenter_id': '100064861293974', 'commenter_url': 'https://facebook.com/thetivolibrisbane?eav=AfalO8OqPG-pe1ZsjdY-GOv5sJiLiCA9AUV_iV31DAnymwRxORMNC-EV2Ue0upmr-hU&fref=nf&rc=p&refid=52&__tn__=%7ERR&paipv=0', 'commenter_name': 'The Tivoli Brisbane', 'commenter_meta': 'Author', 'comment_text': 'Brendan Moffat Nothing like an epic show and an early night! ⭐️', 'comment_time': datetime.datetime(2023, 5, 3, 0, 0), 'comment_image': 'https://scontent-syd2-1.xx.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AfAU8ZiPKoGOzrjz32ov-lLWuvZ96fUUWdVY_sDtVVxp7g&oe=64818D79&_nc_sid=55e238', 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]}, {'comment_id': '108498508906275', 'comment_url': 'https://facebook.com/108498508906275', 'commenter_id': '630337944', 'commenter_url': 'https://facebook.com/wangers82?eav=Afbo-yJTpSRD800nBy038P42BUgrk2TPMjK0ap6gEKJYq8Z8i3wFw7T3VNKKZ3IBpsQ&fref=nf&rc=p&refid=52&__tn__=R&paipv=0', 'commenter_name': 'Wayne Francis', 'commenter_meta': None, 'comment_text': 'Gill Black', 'comment_time': datetime.datetime(2023, 5, 3, 0, 0), 'comment_image': 'https://scontent-syd2-1.xx.fbcdn.net/m1/v/t6/An-SJYN61eefFdoaV8pa0G_5_APCa0prZaqkZGXpCFeUCLCg89UPOqSkSZxJkLy0hAKKpUIPEB91mo9yBBfcAqcwmpEu5jN_jmJufFtJoVJCUklu.png?ccb=10-5&oh=00_AfCRJM10ubTLRjYdv3CYaRBTH0Ka40uVFT7WMywixZhxqg&oe=6481925F&_nc_sid=55e238', 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None, 'replies': []}]"
2023-04-30,18:00:02,6,https://facebook.com/thetivolibrisbane/posts/615979673907404,0,0,"OPEN SEASON SPOTLIGHT 🪐 The GLAM Awards (18+)
Sat 19 August 2023

The GLAM Awards are taking over The Tivoli in celebration of all things queer as part of Open Season!

Welcome to The GLAM Awards, an inaugural event that celebrates and honors the achievements of drag queens and queer performers in the entertainment industry in Brisbane and surrounding areas. Presented by DJ Harry K & The Tivoli, this event brings together drag queens, performers, artists, and supporters of the LGBTQI+ community to celebrate the art and culture of drag & queer arts.

Expect a sparkly mix of stunning red-carpet arrivals, iconic main stage performances, and a night to honor the contributions of Drag Queens & Queer Artists that bring so much joy and support to our community. 💖

🎫 Tickets are on sale now → ticketmaster.com.au/event/13005E7C3715A34A

#theglamawards #harryk #openseason #whatsonbrisbane",[]
